index_x,Country Code,Port Location,Port Name,Port Authority,Address,Phone,Fax,800 Number,Email,Web Site,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,index_y,Country
4967,SWE,Karlstad,Port of Karlstad,Vanerhamn AB,"Stuvargatan 1
Karlstad 652 21
Sweden",054-14 48 60,054-21 33 16,,,www.vanerhamn.se,"59° 22' 31"" N","13° 31' 20"" E",SEKSD,Harbor,Small,,
4968,SWE,Klintehamn,Port of Klintehamn,Klintehamn Port Authority,"Hamnkontoret
Klintehamn 620 20
Sweden",46 498 269470,46 498 269065,,,,"57° 23' 14"" N","18° 11' 14"" E",SEKLI,Seaport,Small,,
4969,SWE,Koping,Port of Koping,Malarhamnar AB,"Seglargatan 3
Vasteras 721 32
Sweden",46 21 150100,46 21 150140,,port@malarhamnar.se,www.malarhamnar.se,"59° 30' 14"" N","16° 0' 57"" E",SEKOG,Harbor,Small,,
4970,SWE,Kristinehamn,Port of Kristinehamn,Vanerhamn AB,"Stuvargatan 1
Karlstad 652 21
Sweden",054-14 48 60,054-21 33 16,,,www.vanerhamn.se,"59° 18' 45"" N","14° 5' 8"" E",SEKHN,Harbor,Small,,
4971,SWE,Kungsor,Port of Kungsor,Kungsor Hamn,"PO Box 101
Kungsor 736 00
Sweden",46 227 12020,,,,,"59° 25' 48"" N","16° 6' 16"" E",SEKGR,Harbor,Small,,
4972,SWE,Kyrkbacken,Port of Kyrkbacken,Kyrkbacken Hamn,"Sankt IBB 26 013
Sweden",46 4 187 2400,,,info@kyrkbacken.se,www.kyrkbacken.se,"55° 54' 34"" N","12° 40' 20"" E",,Harbor,Small,,
4973,SWE,Landskrona,Port of Landskrona,Landskrona Hamn AB,"The Harbour Board
Andra Tvargatan
Landskrona 261 35
Sweden",46 418 470507,46 418 24105,,port@landskrona.se,www.landskrona-hamn.se,"55° 51' 40"" N","12° 49' 48"" E",SELAA,Seaport,Small,,
4974,SWE,Lidkoping,Port of Lidkoping,Vanerhamn AB,"PO Box 2124
Bang 2
Lidkoping 531 02
Sweden",46 510 545000,46 510 62189,,lidkoping@vanerhamn.se,www.vanerhamn.se,"58° 30' 33"" N","13° 9' 53"" E",SELDK,Harbor,Small,,
4975,SWE,Lomma,Port of Lomma,Lomma Kommun,"Strandvagen 69
Lomma 234 00
Sweden",,,,,,"55° 40' 30"" N","13° 3' 45"" E",SELOM,Harbor,Small,,
4976,SWE,Lulea,Port of Lulea,,"Stromorvagen 9
Lulea 974 37
Sweden",46 920 294004,46 920 294027,,lulea.hamn@lulea.se,www.lulea.se/hamnen,"65° 34' 44"" N","22° 9' 47"" E",SELLA,Harbor,Small,,
4977,SWE,Lysekil,Port of Lysekil,Lysekils Stuveri AB,"Kolholmevagen 3
Lysekil 453 50
Sweden",46(0)523 611219,46(0)523 13568,,mail@lysstuv.se,www.lysstuv.se,"58° 16' 22"" N","11° 26' 18"" E",SELYS,Harbor,Small,,
4979,SWE,Mariestad,Port of Mariestad,Mariestad Hamnforvaltning,"Port Office
Mariestad 542 86
Sweden",46 501 63125,46 501 63315,,,,"58° 42' 55"" N","13° 49' 14"" E",SEMAD,Harbor,Small,,
4980,SWE,Marstrand,Port of Marstrand,Marstrand Port Authority,"Port Office
Marstrand
Sweden",46 303 60994,,,,,"57° 53' 11"" N","11° 35' 13"" E",SEMSD,Harbor,Small,,
4981,SWE,Motala,Gota Canal,Gota Kanalbolag AB,"PO Box 3
Motala 591 21
Sweden",46 141 202050,46 141 215550,,info@gotakanal.se,www.gotakanal.se,"58° 32' 41"" N","15° 3' 44"" E",SEMOT,Canal,Small,,
4982,SWE,Nattraby,Port of Nattraby,Skanska Sverige AB,"Grevagagen 11
Nattraby 370 24
Sweden",46 455 4711,46 455 4715,,,www.skanska.se,"56° 11' 29"" N","15° 32' 31"" E",,Harbor,Small,,
4984,SWE,Norrsundet,Port of Norrsundet,Stora Enso Publication Paper AB,"Norrsundet Pulp Mill
Norrsundet 817 01
Sweden",46 26 85000,46 26 85765,,,www.storaenso.com,"60° 56' 12"" N","17° 8' 56"" E",SENOT,"Pier, Jetty or Wharf",Small,,
4985,SWE,Nynashamn,Port of Nynashamn,Nynashamn Hamn AB,"PO Box 1012
Nynasvagen 2
Nynashamn 149 25
Sweden",46 8 5201 0615,46 8 5201 8947,,info@stockholmshamn.se,www.stoports.com,"58° 54' 48"" N","17° 57' 46"" E",SENYN,Seaport,Small,,
4986,SWE,Ornskoldsvik,Port of Ornskoldsvik,Ornskoldsvik Port Authority,"Strandvagen 4
Ornskoldsvik 891 33
Sweden",46 660 299000,46 660 299028,,,,"63° 16' 34"" N","18° 43' 52"" E",SEOER,Seaport,Small,,
4987,SWE,Oskarshamn,Port of Oskarshamn,Oskarshamns Hamn AB,"Norra Strandgatan 50
Oskarshamn 572 32
Sweden",46 491-872 00,46 491-163 22,,info@port.oskarshamn.se,www.port.oskarshamn.se,"57° 15' 54"" N","16° 28' 23"" E",SEOSK,Harbor,Small,,
4988,SWE,Otterbacken,Port of Otterbacken,Vanerhamn AB,"Stuvargatan 1
Karlstad 652 21
Sweden",054-14 48 60,054-21 33 16,,,www.vanerhamn.se,"58° 56' 56"" N","14° 2' 14"" E",SEOTT,Harbor,Small,,
4989,SWE,Oxelosund,Port of Oxelosund,Oxelosunds Hamn AB,"Box 1200
Oxelosund 613 24
Sweden",46 155 258000,46 155 34321,,oxelosunds.hamn@oxhamn.se,www.oxhamn.se,"58° 39' 42"" N","17° 6' 45"" E",SEOXE,Seaport,Small,,
4990,SWE,Pataholm,Port of Pataholm,Pataholm Port Authority,"Port Office
Pataholm
Sweden",,,,,,"56° 54' 38"" N","16° 26' 28"" E",,"Pier, Jetty or Wharf",Very Small,,
4991,SWE,Pitea,Port of Pitea,Bottenvikens Stuveri AB,"Box 716
Pitea 941 28
Sweden",46 911 232200,46 911 232227,,info@bottenvikens-stuveri.se,www.bottenvikens-stuveri.se,"65° 18' 32"" N","21° 28' 21"" E",SEPIT,Harbor,Small,,
4992,SWE,Ronehamn,Port of Ronehamn,Ronehamn Port Authority,"Ronehamn Harbour Office
Ronehamn
Sweden",46 498 482236,46 498 482247,,visby.port@gotland.se,,"57° 10' 22"" N","18° 29' 30"" E",SERNH,Harbor,Small,,
4993,SWE,Ronneby,Port of Ronneby,Ronneby Hamn,"Stadshuset
Ronneby 372 80
Sweden",46 457 18295,46 457 18741,,,,"56° 10' 29"" N","15° 18' 0"" E",SERNB,Harbor,Small,,
4994,SWE,Rundvik,Port of Rundvik,Rundviks Stuveri AB,"Tullvagen 10
Rundvik 914 41
Sweden",46 930 30005,46 930 30008,,,,"63° 32' 3"" N","19° 27' 1"" E",SERUV,Harbor,Small,,
4995,SWE,Simrishamn,Port of Simrishamn,Simrishamns Hamn,"Tekniska Forvaltningen
Simrishamn 272 80
Sweden",46 414 819200,46 414 16215,,simrishamns.kommun@simrishamn.se,www.simrishamn.se,"55° 33' 28"" N","14° 21' 21"" E",SESIM,Harbor,Small,,
4996,SWE,Skelleftea,Port of Skelleftea,Skelleftea Hamn,"Jarnvagsleden 81
Skelleftehamn 932 33
Sweden",46 910 33130,46 910 34438,,,,"64° 40' 42"" N","21° 15' 10"" E",SESFT,Harbor,Small,,
4997,SWE,Skoghall,Port of Skoghall,Vanerhamn AB,"Stuvargatan 1
Karlstad 652 21
Sweden",054-14 48 60,054-21 33 16,,,www.vanerhamn.se,"59° 19' 20"" N","13° 26' 37"" E",SESKO,Harbor,Small,,
4998,SWE,Skutskar,Port of Skutskar,Stora Enso Pulp AB,"Skutskar 814 81
Sweden",46 26 85000,46 26 85015,,,www.storaenso.com,"60° 39' 2"" N","17° 23' 45"" E",SESSR,Harbor,Small,,
4999,SWE,Slite,Port of Slite,Cementa AB,"PO Box 102
Slite 620 30
Sweden",46 498 281000,46 498 281393,,,www.cementa.se,"57° 42' 43"" N","18° 48' 32"" E",SESLI,Seaport,Small,,
5000,SWE,Soderhamn,Port of Soderhamn,Soderhamns Stuveri and Hamn AB,"Strandgatan 4
Soderhamn 826 60
Sweden",46 270 284132,46 270 284126,,tommy.eriksson@sshab.se,www.sshab.se,"61° 18' 30"" N","17° 5' 34"" E",SESOO,Harbor,Small,,
5001,SWE,Sodertalje,Port of Sodertalje,Sodertalje Hamn AB,"Box 2016
Sodertalje 151 02
Sweden",46 8 5502 3740,46 8 5503 9070,,soeport@soeport.se,www.soeport.se,"59° 10' 11"" N","17° 39' 52"" E",SESOE,Seaport,Small,,
5002,SWE,Solvesborg,Port of Solvesborg,Solvesborgs Stuveri and Hamn AB,"Ytterhamnen
Solvesborg 294 35
Sweden",46 456 42240,46 456 12761,,info@stuverihamn.se,www.stuverihamn.se,"56° 2' 41"" N","14° 35' 13"" E",SESOL,Harbor,Small,,
5003,SWE,Stenungsund,Port of Stenungsund,Vattenfall Generation Services AB,"Power Plant Jetty
Stenungsund 444 87
Sweden",46 303 66141,46 303 66161,,,,"58° 4' 32"" N","11° 48' 47"" E",SESTE,Harbor,Small,,
5005,SWE,Strangnas,Port of Strangnas,Samhalls Byggnads Knotoret,"Strangnas 645 80
Sweden",46 152 29319,46 152 29305,,,,"59° 22' 38"" N","17° 2' 1"" E",SESTQ,Harbor,Small,,
5006,SWE,Stroemstad,Port of Stroemstad,Stroemstad Port Authority,"Miljokontoret
Stroemstad 452 80
Sweden",46 526 19175,46 526 19152,,rolf.massleberg@stromstad.se,www.stromstad.se,"58° 56' 13"" N","11° 10' 16"" E",,Harbor,Small,,
5007,SWE,Sundsvall,Port of Sundsvall,Sundsvall Hamn AB,"Box 805
Tunadalshamnen S-851 23
Sweden",46 60 123180,46 60 193519,,info@sundsvallshamn.se,www.sundsvallshamn.se,"62° 23' 21"" N","17° 21' 19"" E",SESDL,Harbor,Small,,
5008,SWE,Trelleborg,Port of Trelleborg,Trelleborgs Hamn AB,"Box 51
Trelleborg SE-231 21
Sweden",46 410 363700,46 410 363729,,trelleborgs.hamn@port.trelleborg.se,www.trelleborgshamn.se,"55° 22' 5"" N","13° 9' 9"" E",SETRG,Harbor,Small,,
5009,SWE,Trollhattan,Port of Trollhattan,Vanerhamn AB,"Stuvargatan 1
Karlstad 652 21
Sweden",054-14 48 60,054-21 33 16,,,www.vanerhamn.se,"58° 17' 50"" N","12° 18' 7"" E",SETHN,"Pier, Jetty or Wharf",Small,,
5010,SWE,Uddevalla,Port of Uddevalla,Uddevalla Hamnterminal AB,"Bastiongatan  5
P.O. Box 543
Uddevalla 451 21
Sweden",46 522 91200,46 522 33630,,info@uddevalla-hamn.se,www.uddevalla-hamn.se,"58° 20' 53"" N","11° 54' 27"" E",SEUDD,Harbor,Small,,
5011,SWE,Umea,Port of Umea,Umea Hamn AB,"Box 83
Umea 913 22
Sweden",46 90 163280,46 90 24306,,umeahamn@umeahamn.se,www.umeahamn.se,"63° 49' 0"" N","20° 16' 6"" E",SEUME,River Port,Small,,
5012,SWE,Vallvik,Port of Vallvik,Rottneros Vallvik Mill AB,"Vallvik 820 21
Sweden",46 270 62000,46 270 69210,,info@rottneros.com,www.rottneros.com,"61° 11' 27"" N","17° 10' 34"" E",SEVAL,"Pier, Jetty or Wharf",Small,,
5013,SWE,Vanersborg,Port of Vanersborg,Vanerhamn AB,"Stuvargatan 1
Karlstad 652 21
Sweden",054-14 48 60,054-21 33 16,,,www.vanerhamn.se,"58° 23' 2"" N","12° 19' 16"" E",SEVAN,Harbor,Small,,
5014,SWE,Varberg,Port of Varbergs,Varbergs Hamnstyrelse,"Tullhuset/Hamnkontoret
Varberg 432 44
Sweden",46 340 88528,46 340 80955,,hamn@kommunen.varberg.se,www.varberg.se,"57° 6' 43"" N","12° 14' 5"" E",SEVAG,Harbor,Small,,
5015,SWE,Vasteras,Port of Vasteras,Malarhamnar AB,"Seglargatan 3
Vasteras 721 32
Sweden",46 21 150100,46 21 150140,,port@malarhamnar.se,www.malarhamnar.se,"59° 35' 53"" N","16° 33' 32"" E",SEVST,Harbor,Small,,
5016,SWE,Vastervik,Port of Vastervik,Vasterviks Logistik and Industri AB (VLI),"Farjevagen 10
Vastervik SE-593 50
Sweden",46 (0) 490-425 25,46 (0) 490-425 26,,info@osterstroms.se,www.osterstroms.com,"57° 45' 21"" N","16° 39' 11"" E",SEVVK,Harbor,Small,,
5017,SWE,Ven Backviken,Port of Ven Backviken,,"Sankt IBB 26 013
Sweden",46 4 187 2400,,,info@kyrkbacken.se,www.kyrkbacken.se,"55° 54' 12"" N","12° 43' 19"" E",,Harbor,Small,,
5018,SWE,Visby,Port of Visby,Gotland Ports,"Visby 621 57
Sweden",46 498 269470,46 498 269065,,visby.port@gotland.se,www.visbyport.com,"57° 38' 8"" N","18° 16' 45"" E",SEVBY,Seaport,Small,,
5020,SWE,Ystad,Port of Ystad,Ystad Hamn Logistik AB,"Hamntorget 2
Ystad 271 39
Sweden",46 411 18080,46 411 74950,,port@ystad.se,www.ystad.se,"55° 25' 17"" N","13° 49' 23"" E",SEYST,Harbor,Small,,
5022,CHE,Birsfelden,Port of Birsfelden,Rheinschifffahrtsdirektion Basel,"Hochbergerstrasse 160
Basel CH-4019
Switzerland",41 61 631 45 45,41 61 631 45 94,,rsd@portofbasel.ch,port-of-switzerland.ch,"47° 33' 21"" N","7° 38' 26"" E",,River Port,Small,,
5023,CHE,Kleinhuningen,Port of Kleinhuningen,Rheinschifffahrtsdirektion Basel,"Hochbergerstrasse 160
Basel CH-4019
Switzerland",41 61 631 45 45,41 61 631 45 94,,rsd@portofbasel.ch,port-of-switzerland.ch,"47° 34' 54"" N","7° 35' 15"" E",,River Port,Small,,
5024,CHE,Muttenz-Au,Port of Muttenz-Au,Rheinschifffahrtsdirektion Basel,"Hochbergerstrasse 160
Basel CH-4019
Switzerland",41 61 631 45 45,41 61 631 45 94,,rsd@portofbasel.ch,port-of-switzerland.ch,"47° 32' 36"" N","7° 39' 35"" E",,River Port,Small,,
5025,CHE,St. Johann,Port of St. Johann,Rheinschifffahrtsdirektion Basel,"Hochbergerstrasse 160
Basel CH-4019
Switzerland",41 61 631 45 45,41 61 631 45 94,,rsd@portofbasel.ch,www.portofbasel.ch,"47° 34' 23"" N","7° 35' 3"" E",,River Port,Small,,
5026,SYR,Banias,Banias Oil Terminal,Syrian Company for Oil Transport,"PO Box 13
Banias
Syria",963 043 711300,963 043 710418,,,,"35° 13' 4"" N","35° 57' 5"" E",,Seaport,Small,,
5027,SYR,Banias,Port of Banias,,"Banias
Syria",,,,,,"35° 11' 8"" N","35° 56' 31"" E",SYBAN,Harbor,Small,,
5028,SYR,Borj Islam,Port of Borj Islam,,"Borj Islam
Syria",,,,,,"35° 40' 55"" N","35° 47' 21"" E",,River Port,Very Small,,
5036,TWN,Taipei,Port of Taipei,,"No.123 Shan Gang Rd
Bali Township
Taipei
Taiwan",886-02 26196010,886-02 86301939,,dttpdw03@klhb.gov.tw,www.tpport.gov.tw,"25° 9' 7"" N","121° 22' 45"" E",,Seaport,Small,,
5037,TZA,Bukoba,Port of Bukoba,Tanzania Ports Authority,"P.O.Box 3100
Mwanza
Tanzania",55 28 2541422,,,pmmwanza@tanzaniaports.com,www.tanzaniaports.com,"1° 20' 54"" S","31° 48' 57"" E",,"Pier, Jetty or Wharf",Small,,
5038,TZA,Chake Chake,Port of Chake Chake,,"Chake Chake
Tanzania",,,,,,"5° 14' 16"" S","39° 43' 47"" E",TZPMA,"Pier, Jetty or Wharf",Very Small,,
5040,TZA,Kilwa Kivinje,Port of Kilwa Kivinje,Tanzania Ports Authority,"Kilwa
Tanzania",255 22 221212,255 22 232066,,prm@tanzaniaports.com,www.tanzaniaports.com,"8° 44' 45"" S","39° 24' 55"" E",TZKIK,"Pier, Jetty or Wharf",Very Small,,
5041,TZA,Kilwa Masoko,Port of Kilwa Masoko,Tanzania Ports Authority,"Kilwa Masoko
Tanzania",255 22 221212,255 22 232066,,prm@tanzaniaports.com,www.tanzaniaports.com,"8° 56' 25"" S","39° 30' 26"" E",TZKIM,River Port,Small,,
5042,TZA,Lindi,Port of Lindi,Tanzania Ports Authority,"Lindi
Tanzania",255 22 221212,255 22 232066,,prm@tanzaniaports.com,www.tanzaniaports.com,"9° 59' 58"" S","39° 43' 17"" E",TZLDI,"Pier, Jetty or Wharf",Small,,
5043,TZA,Mkoani,Port of Mkoani,,"Mkoani
Tanzania",,,,,,"5° 21' 35"" S","39° 38' 36"" E",,"Pier, Jetty or Wharf",Very Small,,
5044,TZA,Mtwara,Port of Mtwara,Tanzania Ports Authority,"Mtwara
Tanzania",255-59-333125,255-59-333153,,pmmtwara@tanzaniaports.com,www.tanzaniaports.com,"10° 16' 4"" S","40° 11' 53"" E",TZMYW,"Pier, Jetty or Wharf",Small,,
5045,TZA,Mwanza,Port of Mwanza,Tanzania Ports Authority,"P.O.Box 3100
Mwanza
Tanzania",55 28 2541422,,,pmmwanza@tanzaniaports.com,www.tanzaniaports.com,"2° 32' 25"" S","32° 54' 6"" E",,"Pier, Jetty or Wharf",Small,,
5046,TZA,Pangani,Port of Pangani,Tanzania Ports Authority,"Pangani
Tanzania",255 22 221212,255 22 232066,,prm@tanzaniaports.com,www.tanzaniaports.com,"5° 25' 45"" S","38° 58' 24"" E",TZPAN,"Pier, Jetty or Wharf",Very Small,,
5047,TZA,Tanga,Port of Tanga,Tanzania Ports Authority,"P.O.Box 443
Tanga
Tanzania",255-53-43078,255-53-42360,,pmtanga@tanzaniaports.com,www.tanzaniaports.com,"5° 3' 56"" S","39° 6' 18"" E",TZTGT,Seaport,Small,,
5048,TZA,Wete,Port of Wete,,"Wete
Tanzania",,,,,,"5° 3' 49"" S","39° 43' 1"" E",,"Pier, Jetty or Wharf",Very Small,,
5049,TZA,Zanzibar,Port of Zanzibar,Zanzibar Harbours Department,"P.O. Box 263
Zanzibar
Tanzania",255 24 32858,255 24 32578,,,,"6° 9' 20"" S","39° 11' 35"" E",TZZNZ,Harbor,Small,,
5050,THA,Ban Ao Udom,Port of Ban Ao Udom,,"Ban Ao Udom
Thailand",,,,,,"13° 7' 21"" N","100° 53' 42"" E",,Seaport,Small,,
5053,THA,Chiang Khong,Port of Chiang Khong,Port Authority of Thailand,"444 Tarua Road
Klongtoey
Bangkok 10110
Thailand",2269-3000,2672-7156,,patonline@port.co.th,www.port.co.th,"20° 15' 42"" N","100° 24' 31"" E",,River Port,Small,,
5054,THA,Chiang Saen,Port of Chiang Saen,Port Authority of Thailand,"444 Tarua Road
Klongtoey
Bangkok 10110
Thailand",2269-3000,2672-7156,,patonline@port.co.th,www.port.co.th,"20° 16' 6"" N","100° 5' 24"" E",,River Port,Small,,
5055,THA,Erawan,Erawan Terminal,Unocal Thailand Ltd,"5th Floor, Tower III
19 Ratchadapisek Road
Bangkok 10900
Thailand",66 2 545 5555,66 2 545 5555,,,www.unocal.com,"9° 5' 58"" N","101° 20' 58"" E",,Off-Shore Terminal,Very Small,,
5056,THA,Kantang,Port of Kantang,Marine Department of Thailand,"1278 Yotha Road
Taladnoi, Samphanthawong
Bangkok 10100
Thailand",2233-1311,2236-7248,,marine@md.go.th,www.md.go.th,"7° 24' 38"" N","99° 30' 29"" E",THKAN,"Pier, Jetty or Wharf",Small,,
5057,THA,Khanom,Port of Khanom,Marine Department of Thailand,"1278 Yotha Road
Taladnoi, Samphanthawong
Bangkok 10100
Thailand",2233-1311,2236-7248,,marine@md.go.th,www.md.go.th,"9° 12' 28"" N","99° 52' 52"" E",THKHA,"Pier, Jetty or Wharf",Small,,
5058,THA,Koh Si Chang,Port of Koh Si Chang,Thai Public Port (TPP),"120 Moo 3
Tha Thewawong Subdistrict
Koh Si-Chang District, Cholburi 20100
Thailand",66 38 216370,66 38 216153,,,,"13° 9' 15"" N","100° 48' 58"" E",,Seaport,Small,,
5059,THA,Krabi,Port of Krabi,Harbour Department of Thailand,"Krabi
Thailand",2 233 1311,2 236 7248,,,www.tpni.co.th,"8° 3' 27"" N","98° 55' 13"" E",THKBV,"Pier, Jetty or Wharf",Small,,
5062,THA,Phrapradang,Port of Phrapradang,"Thai Prosperity Terminal Company, Ltd","98 M. 8 Poochaosamingprai Rd.
Samrong Tai
Phrapradang, Samutprakarn 10130
Thailand",66 2754-4501,66 2754-4513,,,www.tptport.com,"13° 39' 36"" N","100° 34' 26"" E",,"Pier, Jetty or Wharf",Small,,
5063,THA,Phuket,Port of Phuket,Harbour Department of Thailand,"Phuket
Thailand",2 233 1311,2 236 7248,,,www.tpni.co.th,"7° 49' 8"" N","98° 24' 17"" E",THHKT,"Pier, Jetty or Wharf",Small,,
5064,THA,Prachuap,Prachuap Port,Marine Department of Thailand,"1278 Yotha Road
Taladnoi, Samphanthawong
Bangkok 10100
Thailand",2233-1311,2236-7248,,marine@md.go.th,www.md.go.th,"11° 12' 27"" N","99° 34' 43"" E",,"Pier, Jetty or Wharf",Small,,
5065,THA,Ranong,Port of Ranong,Port Authority of Thailand,"444 Tarua Road
Klongtoey
Bangkok 10110
Thailand",2269-3000,2672-7156,,patonline@port.co.th,www.rnp.port.co.th,"10° 0' 19"" N","98° 36' 30"" E",THUNN,"Pier, Jetty or Wharf",Small,,
5066,THA,Rayong,Port of Rayong,Thai Petrochemical Industry Public Co Ltd (TPI),"TPI Tower 26/56 Chan Tat Mai Road
Kwaeng Tungmahamek, Sathorn
Bangkok 10120
Thailand",66 2 678 5000,66 2 678 5246,,,,"12° 38' 33"" N","101° 18' 4"" E",THRYG,"Pier, Jetty or Wharf",Small,,
5067,THA,Samui,Port of Samui,Marine Department of Thailand,"1278 Yotha Road
Taladnoi, Samphanthawong
Bangkok 10100
Thailand",2233-1311,2236-7248,,marine@md.go.th,www.md.go.th,"9° 32' 9"" N","99° 55' 58"" E",,"Pier, Jetty or Wharf",Small,,
5069,THA,Songkhla,Port of Songkhla,Marine Department of Thailand,"1278 Yotha Road
Taladnoi, Samphanthawong
Bangkok 10100
Thailand",2233-1311,2236-7248,,marine@md.go.th,www.md.go.th,"7° 13' 43"" N","100° 34' 17"" E",THSGZ,Seaport,Small,,
5070,THA,Sriracha,Sriracha Harbour,Sriracha Harbour Plc,"31/4 Moo 4, Surasak
Sriracha, Chonburi 20110
Thailand",66 38 773069,66 38 773082,,,www.srirachaport.com,"13° 10' 17"" N","100° 55' 15"" E",THSRI,"Pier, Jetty or Wharf",Small,,
5071,TMP,Dili,Port of Dili,Port Authority of Dili,"Jl America Thomas 2
Tim-Tim
Dili
Timor-Leste",,,,,,"8° 33' 6"" S","125° 34' 35"" E",,"Pier, Jetty or Wharf",Small,,
5072,TGO,Kpeme,Port of Kpeme,Port Autonome de Kpeme,"PO Box 362
Lome
Togo",228 221 3901,228 221 7105,,,,"6° 12' 24"" N","1° 30' 55"" E",TGKPE,"Pier, Jetty or Wharf",Very Small,,
5073,TGO,Lome,Port of Lome,Port Autonome de Lome,"PO Box 1225
Lome
Togo",228 227 47 42,228 227 08 18,,togoport@togoport.tg,www.togoport.tg,"6° 8' 21"" N","1° 17' 9"" E",TGLFW,Seaport,Small,,
5074,TKL,Atafu,Atafu Harbor,,"Atafu Village
Tokelau",,,,,,"8° 33' 46"" S","172° 29' 49"" W",,"Pier, Jetty or Wharf",Very Small,,
5075,TKL,Fakaofo,Fakaofo Harbor,,"Fakaofo Village
Tokelau",,,,,,"9° 23' 23"" S","171° 13' 5"" W",,"Pier, Jetty or Wharf",Very Small,,
5076,TKL,Nukunonu,Nukunonu Harbor,,"Nukunonu Village
Tokelau",,,,,,"9° 10' 17"" S","171° 48' 54"" W",,"Pier, Jetty or Wharf",Very Small,,
5077,TON,Neiafu,Port of Neiafu (Vavau),Ministry of Marine and Ports,"Queen Halaevalu Wharf
Neiafu
Tonga",676 88 70639,676 88 70061,,,,"18° 39' 21"" S","173° 59' 4"" W",TONEI,Harbor,Small,,
5078,TON,Nukualofa,Port of Nukualofa,Ministry of Marine and Ports,"Queen Halaevalu Wharf
Neiafu
Tonga",676 88 70639,676 88 70061,,,,"21° 8' 6"" S","175° 11' 20"" W",TOTBU,Harbor,Small,,
5079,TON,Pangai,Port of Pangai,Ministry of Marine and Ports,"Queen Halaevalu Wharf
Neiafu
Tonga",676 88 70639,676 88 70061,,,,"19° 48' 17"" S","174° 21' 6"" W",TOPAN,Harbor,Very Small,,
5080,TTO,Brighton,Port of Brighton,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"10° 14' 55"" N","61° 37' 49"" W",TTLAB,"Pier, Jetty or Wharf",Very Small,,
5081,TTO,Chaguaramas,Port of Chaguaramas,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"10° 40' 45"" N","61° 38' 29"" W",TTCHA,Harbor,Small,,
5082,TTO,Cronstadt Island,Port of Cronstadt Island,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"10° 40' 46"" N","61° 38' 28"" W",,Seaport,Very Small,,
5083,TTO,Crown Point,Crown Point Habor,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"11° 9' 27"" N","60° 50' 27"" W",,Harbor,Very Small,,
5084,TTO,Galeota Point,Galeota Point Harbor,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"10° 8' 26"" N","60° 59' 49"" W",TTPTG,Harbor,Small,,
5085,TTO,Point Fortin,Port of Point Fortin,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"10° 11' 55"" N","61° 41' 45"" W",TTPTF,"Pier, Jetty or Wharf",Small,,
5086,TTO,Point Lisas,Port of Point Lisas,Point Lisas Industrial Port Development Corporation Limited (PLIPDECO),"Orinoco Drive
Point Lisas Industrial Estate
Couva
Trinidad and Tobago",868-636-2201,868-636-4008,,,www.plipdeco.com,"10° 23' 18"" N","61° 29' 35"" W",TTPTS,"Pier, Jetty or Wharf",Small,,
5087,TTO,Pointe-a-Pierre,Pointe-a-Pierre Harbor,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"10° 19' 13"" N","61° 28' 7"" W",TTPTP,Seaport,Small,,
5088,TTO,Port of Spain,Port of Port of Spain,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"10° 39' 19"" N","61° 32' 8"" W",,Seaport,Small,,
5089,TTO,Scarborough,Port of Scarborough,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"11° 10' 47"" N","60° 44' 9"" W",TTSCA,Harbor,Small,,
5090,TTO,Tembladora,Port of Tembladora,Port Authority of Trinidad and Tobago,"Administrative Building
1 Dock Road
Port of Spain
Trinidad and Tobago",868 623-2901,,,vilmal@patnt.com,www.patnt.com,"10° 40' 56"" N","61° 35' 18"" W",TTTEM,"Pier, Jetty or Wharf",Small,,
5092,TUN,Gabes,Port of Gabes,Office of Merchant Navy and Ports,"Administrative building-2060
La Goulette 3029
Tunisia",216 71 735 300,216 71 735 812,,ommp@ommp.nat.tn,www.ommp.nat.tn,"33° 55' 18"" N","10° 5' 57"" E",TNGAE,Seaport,Small,,
